ID,Name,Concepticon_ID,Concepticon_Gloss,Number,Description
4976-Juicesapmeltingsnow,"Juice, sap, melting snow",,,4976-Juicesapmeltingsnow,"  ‘Juice, sap, melting snow’ [Li].   ||  [D] PMin *tšep  ||  [WFE] Etymology not certain. Perh. related is PLB *Ɂgrip ‘lac, pine resin’: WB kʰrip, kʰyip [STC: 38] (CVST 5: 65); or to Kachin məgyep ‘liquor’ (STC: 38); or HST: 99 relates zhī to WT čʰab ‘water’, but initial velars do not palatalize in WT. Prob. not related to → chěn2 瀋沈 ‘a liquid’.  "
4977-Juice,Juice,,,4977-Juice,"  ‘Juice’ [Yili] is perh. a cognate of zhī (Unger Hao-ku 47, 1995: 141); the dialect word from East of the Passes xié 協 (Ɣiep) [gep] [FY 3.7] is prob. related. "
4978-Limbbranch,"Limb, branch",,,4978-Limbbranch,"  ‘Limb, branch’ 支枝 [Shi, Yi], ‘body limb’ 肢 [Meng]; ‘to separate’ 支, ‘go astray’ 枝 [Xun] (OC -> Tai: S. keeᴬ¹ ‘go astray’), ‘branch of a tree, go astray’ 枝.  ||  [WFE] ST: Chepang gweɁ ‘finger’ ᛝ keŋ ‘twig, branch’, hluŋ keŋ- ‘be distracted’ (hluŋ ‘mind’), Lushai keᴸ ‘leg’ [Weidert 1975: 28], Tani *ke(ŋ) ‘finger’; WT ’gyed-pa, bgyes, bkye ‘to divide’ (Bodman 1980: 182).  → qí6 騎 ‘to ride’ may be related. "
4979-Bifurcatingforkedroad,"Bifurcating, forked (road)",,,4979-Bifurcatingforkedroad,"  ‘Bifurcating, forked (road)’ 歧 [Lie]; ‘to stride’ 岐 [Shi] (HST p. 65). "
4980-Toknowunderstand,"To know, understand",,,4980-Toknowunderstand,"  ‘To know, understand’ [Shi].   ||  [T] Sin Sukchu SR tʂi (平); MGZY ji (平) [tʂi]; ONW te  ||  [WFE] Prob. ST: Lushai hriaR / hreᴴ / hriatF ‘to know’ (CVST 2: 73), JP tʃe³³ < rje³³ ‘to know’, perh. WT rig-pa ‘to know’. "
4981-Knowledgewisdom,"Knowledge, wisdom",,,4981-Knowledgewisdom,"  ‘Knowledge, wisdom’ [BI, Shu, Meng] > ‘be wise’ [Zuo] (Downer 1959: 287).  ||  [<] exopass. of zhī  知 (ṭje) *tre, lit. ‘what is known’ (§4.4).  "
4982-Single,Single,,,4982-Single,"  ‘Single’ [Gongyang], measure word for individual birds, animals and things that occur naturally in pairs, eventually extended to include other objects (Norman 1988: 116).  ||  [E] ST *tjak: PTB *tyik ~ *tyak (STC p. 94; HPTB: 346) > PLB *C-tik§, *ti² ‘one’ > WB tac ᛝ PLB *Ɂdik ‘only’ (Matisoff 1997a: 81) > Lahu tí ‘only’; Limbu thik ‘a little, only’; WT gčig ‘one’; JR kətiag (Beyer 1992: 83). Vowel e as in OC (from *-ja-): Bumthang t(h)ek, Cuona Monpa tʰeɁ⁵⁴ (Matisoff 1997a: 20; HPTB: 507).  ||  [WFE] ST: PLB *day² ᛝ tí ‘only’ > WB tʰiᴮ ‘single, alone’ (Matisoff 1997a: 21), JP tai³³ ‘single’. "
4983-Only,Only,,,4983-Only,"  ‘Only’ [Meng]. Acc. to the phonetic series, shì has a T-like initial, and other meanings of shì had the alternate MC reading tśjäk. "
4984-Only,Only,,,4984-Only,"  ‘Only’ [Post-Han]. The ONW and earlier readings with initial velar (kieᴮ) belong to a different word; by the time this word appears in the literature, earlier tśie and kie type syllables had already merged into the palatal."
4985-Peacehappiness,"Peace, happiness",,,4985-Peacehappiness,"  ‘Peace, happiness’ [SW: Yi].  ||  [E] ST: WT bde-ba ‘happy’ (HST: 91). "
4986-Footfetters,Foot fetters,,,4986-Footfetters,  ‘Foot fetters’ [Zhouli]. The final *t is prob. a nominal suffix (§6.2.1).  ||  [E] ST: WB tʰit ‘stocks for confinement’. 
4987-Footshackleforcriminals,Foot shackle for criminals,,,4987-Footshackleforcriminals,"  ‘Foot shackle for criminals’ 鈦 [Guan]; (‘shackle for axle’:) ‘wheel-axle cap’ 犇 [Chuci] (Unger Hao-ku 39, 1992). The vowel correspondence is unusual, perh. these two CH words are unrelated. "
4988-Bereverentrevererespect,"Be reverent, revere, respect",,,4988-Bereverentrevererespect,"  ‘Be reverent, revere, respect’ [BI, Shu]. CVST (2: 126) relates this word to WT sti-ba ‘honor, respect, reverence’. "
4989-Grease,Grease,,,4989-Grease,"  ‘Grease’ (for lubrication) [Shi]. SW says that zhī belongs to animals with horns, → gāo3 膏 ‘grease, fat’ to animals without horns (e.g. pigs). The OC initial is not certain, the phonetic implies an OC *k-, but palatalization of 旨 may have occurred so early in the Zhou period that it could also be used for words with original dental initials.   ||  [E] The TB area has words for ‘grease, fat’ with the final -il, but with initial consonants which are difficult to reconcile with the CH word: PTB *tsil (STC: 168f.) > WT tsʰil ‘fat’ n.; Kanauri tsil ‘marrow’; PL *tsi¹ ‘fat’, WB cʰi ‘oil’, kʰraŋ-cʰi ‘marrow’ [Matisoff 1978: 183f] (STC: 169 n. 452). Also, note AA: Santali itil ‘be fat’, Khmer kɔn-Êul. "
4990-Totarryslow,"To tarry, slow",,,4990-Totarryslow,"  ‘To tarry, slow’ [Shi].   ||  [E] <> ? AA: Semai /kərdiɁ/,  Temiar /kədiɁ/  ‘to cease from activity, wait’, Mon /tÆəɁ/, WMon dui’ ‘to stop, keep quiet, stay put’. "
4991-Towait,To wait,,,4991-Towait,"  ‘To wait’ 遲 [Xun]; ‘to sow late, unripe’ 晃困 [Shi]. "
4992-Toweave,To weave,,,4992-Toweave,"  ‘To weave’ vb. [Shi].  ||  [E] ST: PTB *tak (STC no. 17) > WT ’tʰag-pa ‘to weave’ ᛝ tʰags ‘texture, web’; PLB *tak / *dak ‘weave, spin’.    ||  [WFE] Some TB languages have a variant, or different etymon, with initial *r: PLB *rak, *k-rak, also Mutwang (Rawang - Nung) raɁ ‘weave’ [Matisoff TSR: 70]; Lushai ṭahᴸ < traɁ or trah ‘to weave, woven’. There is another word with *t- ~ *r- variants: PTB *ti ~ *ri ‘water’ (PTB *tap ‘fireplace’ and *rap ‘shelf over fire-place’ (STC: 19) are apparently different words). Tibetan and Chinese (where applicable) have the T-variant, Burmese the R-variant. "
4993-Wovenclothbewoven,"Woven cloth, be woven",,,4993-Wovenclothbewoven,"  ‘Woven cloth, be woven’ [Shi].    ||  [<] exopass. of zhī  織 (tśjək) (§4.4), lit. ‘what is woven’.  ||  [E] ST: WT btags pf. of ’tʰag- ‘woven’ ᛝ tʰags ‘texture, web’, JP daɁ³¹ < dak³¹ ‘woven material’.  "
4994-Simplyonly,"Simply, only",,,4994-Simplyonly,"  ‘Simply, only’ [Meng]. Karlgren GSR 919a believes that the homophone ‘straight, right’ [Shi] is the same word (see under → zhì22 置).  ||  [T] Sin Sukchu SR dʐi (入); MGZY ci (入) [dʐi]; ONW dik  ||  [WFE] ? ST: tak ‘one’ in several Western Himalayan lgs., e.g. Darmiya taku ‘one’. "
4995-Simpleonly,"Simple, only",,,4995-Simpleonly,"  ‘Simple, only’ [Shi]. "
4996-Single,Single,,,4996-Single,"  ‘Single’ 犆 [Li], ‘single, an only one’ 特 [Yili], ‘only’ [Lü]; ‘a mate, a match for’ 特 [Shi]. The meaning ‘male animal, bull’ 特 (see → tè2 特) could be derived from the meaning ‘a mate, match’, but this is speculation. "
4997-Straightright,"Straight, right",,,4997-Straightright,"  ‘Straight, right’ [Shi] could either belong to → zhì22 置 ‘set up’, or to → zhí1 直 ‘single’ (so Karlgren GSR 919a). Probable allofam → dé2 德.  ||  [E] ST: PLB *N-d(y)ak§ ‘truely, very’, WB tyak-tyak ‘very’; Lushai takᴸ ‘real, true, genuine, very’. It is not clear if / how the following may be related: Lushai dikᴸ ‘right, accurate, true, proper, correct’; JP tik⁵⁵ ‘always 一直’. "
4999-Nephewniece,"Nephew, niece",,,4999-Nephewniece,"  ‘Nephew, niece’ [Zuo].  ||  [E] ST: PTB *b-ləy ‘nephew, grandchild’ (STC no. 448; Matisoff 1995a: 52), OBurm. mliy, WB mreᴮ ‘grandchild’ [IST: 337]. For the initials, see §8.1.1; §8.1.5; for the final *-t, see §6.2.  "
5000-Toholdseizetake,"To hold, seize, take",,,5000-Toholdseizetake,"  ‘To hold, seize, take’ [BI, Shi]. → zhí6 縶馽 ‘bind’ etc. is perh. cognate. "
5001-Tocatchseize,"To catch, seize",,,5001-Tocatchseize,"  ‘To catch, seize’ 摯 [Shujing]; ‘bird of prey’ 鷙 [Chuci], ‘seize a prey’ [Li] (Baxter / Sagart 1998: 57); ‘ceremonial gift’ 贄 [Shujing] is thought to be cognate (Wáng Lì 1982: 591f).  ||  [WFE] ? ST: Perh. WT čʰab ‘power, authority’ (HST: 120). MK: Khmer and OKhmer /cap/ ‘hold, grasp’ is thought to be related, but the initials and vowels do not match very closely, see → jié2 捷. "
5002-Ropetether,"Rope, tether",,,5002-Ropetether,"  ‘Rope, tether’ [Shi], ‘to bind’ 縶 [Zuo]; ‘to hobble, bind the front feet of a horse’ 馽 [Zhuang].  ||  [E] Note Lushai čepᴸ / čeɁᴸ (Lorrain chep, cheh) ‘to nip, clip, clamp, fasten, bind, pinch’, to which the CH word may be related. Perh. cognate to → zhí5 執 ‘hold’. "
5003-Behibernatingclustering,"Be hibernating, clustering",,,5003-Behibernatingclustering,"  ‘Be hibernating, clustering’ (of insects, snakes) [Shi, Yi] may belong to → jì10 揖.  "
5004-Dutyattendtomanage,"Duty, attend to, manage",,,5004-Dutyattendtomanage,"  ‘Duty, attend to, manage’ [Zuo], ‘duties of office’ [Shi]. This word could belong to the wf → zhì22 置. "
5011-Befinetastingexcellent,"Be fine tasting, excellent",,,5011-Befinetastingexcellent,"  ‘Be fine tasting, excellent’ [Shi] > (flavor:) ‘basic idea’ [Yi] (so Karlgren GSR 552a).   ||  [T] Sin S. SR tʂi (上), PR, LR tʂʅ; MGZY ji (上) [tʂi]; ONW  tśi   ||  [E] ST: dgyes-pa ‘rejoice’ ᛝ dge-ba ‘happiness, virtue’ (Bodman 1980: 182; HST: 73). "
5012-Enjoy,Enjoy,,,5012-Enjoy,"  ‘Enjoy’ (food) [Shi] > ‘enjoy, like very much’ [Chu]."
5016-Paper,Paper,,,5016-Paper,"  ‘Paper’ [Hou Hanshu].  ||  [E] Bodman (1980: 184) relates this to Viet. giâ´y, PVM *k-cajɁ [Ferlus] ‘paper’ which, like the PMin form *tšiɑiᴮ, presupposes an OC rime *-ai rather than the QY’s *-e. When this word was committed to writing, the rimes OC *-ai and *e had already merged in some dialects, a process which is observed already in late Zhou texts (Pulleyblank 1962: 216). "
5017-Embroidery,Embroidery,,,5017-Embroidery,"  ‘Embroidery’ [BI, Zhouli].  ||  [WFE] Etymology not certain. Possibly from ST *C-rwi: Lushai ṭʰuiᴴ ‘to sew’, JP ri³¹ ‘thread’; for absence of the medial w in CH, see §10.2.1. Alternatively, this wf could be related to MK: Khmer tir ‘to sew clothes or tree-leaves’ [S. Lewitz AA Studies 2, 1976: 742]; the metathesis of the MK final *-r may have been occasioned by the final consonant forms in this wf (-irt > -rit), but can also occur in words with simple final *-r, see §7.7.3 and §6.1. "
5018-Embroideredclothfinecloth,"Embroidered cloth, fine cloth",,,5018-Embroideredclothfinecloth,"  ‘Embroidered cloth, fine cloth’ [Shi].   ||  [<] Tone A noun of zhǐ 黹 (ṭiᴮ) (§3.1). "
5019-Tosew,To sew,,,5019-Tosew,  ‘To sew’ [GY]. 
5020-Tomendoldclothes,To mend (old clothes),,,5020-Tomendoldclothes,  ‘To mend (old clothes)’ [Yupian] was a Han period Qín dialect word for zhì 紩 ‘to sew’ (above) [FY 4]. 
5021-Tocometogettoarriveatreachto,"To come to, get to, arrive at, reach to",,,5021-Tocometogettoarriveatreachto,"  ‘To come to, get to, arrive at, reach to’ [BI, Shi]. See §8.1.5 on GSR 413.   ||  [T] Sin S. SR tʂi (去), PR, LR tʂʅ; MGZY ji (去) [tʂi]; ONW tśi  ||  [E] ST: WT mčʰis-pa (to have arrived): ‘to be, be there, exist’.  ||  [WFE] ST: WT mčʰi-ba ᛝ mčʰis-pa, see above; Tiddim cì ‘to say’, Bodo mitiɁ, Garo maɁ-si-a   ||  (Weidert 1987: 25). Lushai tiᴸ / tiɁᴸ < tiih / tiɁ/h ‘to do, perform, treat, think, say’ ᛝ tiɁ ‘cause to be, cause, make’, WB te ‘make sthg and do sthg with it’, Lahu te.  "
5022-Tobringbringabouteffect,"To bring, bring about, effect",,,5022-Tobringbringabouteffect,"  ‘To bring, bring about, effect’ [BI, Shi].  ||  [E] caus. of zhì 至 by *r in the initial (Pulleyblank 1973: 118; §7.5).   ||  [T] Sin S. SR tʂi (去), PR, LR tʂʅ; MGZY ji (去) [tʂi]; ONW ti"
5023-Tocometobringabouteffectaccomplishachieve,"To come to, bring about, effect, accomplish, achieve",,,5023-Tocometobringabouteffectaccomplishachieve,"  ‘To come to, bring about, effect, accomplish, achieve’ [Shi]; ‘come to’ [Chuci]; ‘to bring about, establish, settle’ 耆 [Shi]. The root initial is a dental, the graph 耆 which had an OC velar initial was perh. borrowed after palatalization.   ||  [E] ST: WT mčʰi-ba ‘come, go, say’."
5024-Waterleech,Water leech,,,5024-Waterleech,"  ‘Water leech’ [SW, GY].   ||  [E] ST etymon, although the correspondence of the initial consonants is unusual (§8.1.5): PTB *m/s-liːt ‘water leech’ (STC no. 396; HPTB: 350), but KN *m-hliit (IST: 27) Lushai hliit < C-lit; Lepcha hlet-bŭ, Karen Pho *səli, Chepang lit. TB cognates to words in GSR 413 have pre-initial *m- (§8.1.5). The unrelated Mand. word for ‘leech’ also has the *m-prefix: mǎ-huáng 螞蟥, so do old dialect words mǎ-qí 馬蜞, mǎ-qí 馬耆. Alternatively, CVST 2: 129 connects zhì with WT sdig ‘scorpion’.   ||  [C] The word may possibly be related to → dié2 咥 *lit ‘to bite’. "
5025-Beweigheddown,Be weighed down,,,5025-Beweigheddown,"  ‘Be weighed down’ [Shi].  ||  [E] ST: PTB *s-ləy-t ~ *s-rəy-t ‘heavy’ (HPTB: 49) > WT lči-ba < lhyi, lǰi-ba < lyi; Kanauri li-ko ‘heavy’, Lepcha lí, lím, PL *C-li² > WB leᴮ, JP li³³; KN *rit > Lushai ritᴸ / riɁᴸ < rit / rih ‘be heavy’. ‘Leech’ → zhì2 蛭 with the same phonetic points to an initial *l  (§8.1.5); Qiang-Queyu qa⁵⁵-rlə⁵⁵ ‘heavy’ may or may not support an original initial *rl- for OC and KN; a prefix OC *r- for PTB *s- would not be unusual; see §5.3. "
5026-Sicklecutwithasickle,"Sickle, cut with a sickle",,,5026-Sicklecutwithasickle,"  ‘Sickle, cut with a sickle’ [Shi] > ‘ears of grain’ [Shu]  ||  [E] Perh. ST: WT gri ‘knife’, WB kreᴮ ‘copper’, JP mə³¹-gri³³ ‘brass’, Lushai hreiᴸ < hreih ‘axe, hatchet’; for the initial correspondence see §7.1.4; §8.1.5; for final *-t see §6.2.1. Alternatively, Luo Yongxian (ICSTLL 2002) suggests that zhì is related to Tai: Po-ai liipᴰ¹ᴸ < *tʰr- ‘small knife used to cut or reap glutinous rice’, Wu-ming rep, Yay (Dioi) tʰep, but the Tai and CH final consonants do not agree. Alternatively, the TB items may belong to → qí14 鰭鬐 ‘fin’ (semantically less likely). "
5027-Tostopup,To stop up,,,5027-Tostopup,"  ‘To stop up’ [Shi], ‘block-headed [Lunyu].  ||  [E] ST: WT ’dig-pa ‘to stop up’ ᛝ ’dig ‘a stopper’ (HST: 142). "
5028-Vagina,Vagina,,,5028-Vagina,"  ‘Vagina’ (ZWDCD), ‘vulva’ (Sino-Japanese acc. to Benedict); the meaning is only later attested (Benedict LTBA 14.1, 1991: 143).  ||  [E] ST *tey (Benedict): PTB *teyᴮ, PKaren *Ɂteᴮ (Benedict LTBA 5.1, 1979:22). The CH form goes back to a hypothetical OC *tit which brings it close to the TB / ST etymon *ti ‘water’ as in → tì1 涕 *thiɁ/h ‘tears’: JP mə³¹-di³³ ‘be moist, be wet’ ᛝ mə³¹-dit³¹ ‘to moisten, be wet’; PLoloish *Ntit ‘soak in water’ ᛝ *Ɂtit ‘to immerse’ (or *Ntik ᛝ Ɂtik) ᛝ Lahu dì (< *Ndi) ‘ejaculate’ (of a man), ‘moisten due to sexual excitement’ (of a woman) (Matisoff 1978: 33; 2002: 53 no. 109). Apparently zhì has the nominal t-suffix for natural objects, lit. ‘the moist thing’ (§6.2.1). The etymon is also reminiscent of MK-PVM *k-cɛːɁ ‘vagina’. Syn. → bī1 屄. "
5029-Tofalldown,To fall down,,,5029-Tofalldown,"  ‘To fall down’ 陊 [SW]; ‘fall down, collapse’ 阤 [Guoyu].  ||  [WFE] ST: WB laiᴮ ‘fall down from an erect posture’ (< lañ) ᛝ hlaiᴮ ‘throw down from an erect posture’ (< hlañᴮ). Note also PKS *lai⁴ ‘to fall’. "
5030-Todestroy,To destroy,,,5030-Todestroy,  ‘To destroy’ (e.g. a house) [Guoyu]. 
5033-Wickedmalignant,"Wicked, malignant",,,5033-Wickedmalignant,"  ‘Wicked, malignant’ [Shi].  ||  [E] <> Tai: S. keekᴰ¹ ‘wicked, perverted’ (Manomaivibool 1975: 160). "
5034-Toworkmakeregulategovern,"To work, make, regulate, govern",,,5034-Toworkmakeregulategovern,"  ‘To work, make, regulate, govern’ [Shi] > ‘well-governed, in good order’ [Yi], ‘punish’ [Zuo]. Downer (1959: 287) reads ‘well-governed’ [Liji] in tone C, the other meanings in tone A. Sagart (1999: 127) relates this word to → lí4 釐 ‘regulate’. If related, zhì may possibly belong to an AA wf, related to → lǐ5  理.   ||  [T] Sin S. SR dʐi (去); MGZY ci (去) [dʐi]; MTang ḍi, ONW diə"
5036-Blackmole,Black mole,,,5036-Blackmole,"  ‘Black mole’ [Shiji 誌, GY].   ||  [D] A commentary to Shǐjì says that zhì 誌 is the ordinary word for ‘black mole’ in the southern Wú and Chǔ dialects. PMin *kiᶜ. "
5037-Toroast,To roast,,,5037-Toroast,  ‘To roast’ [Shi].
5038-Beroasted,Be roasted,,,5038-Beroasted,"  ‘Be roasted’ [Shi], ‘a roast meat’ [Zuo] (Downer 1959: 274).  ||  [<] *tak + pass. (§4.4) < ‘what has been roasted’.  ||  [E] ? ST: PLB *kyik > Lahu chîɁ ‘be hot (enough to burn)’, WB kʰyac ‘be burnt’ (as food); if related the OC form was probably *k(i)ek or *kiak. "
5039-Toascenddie,"To ascend, die",,,5039-Toascenddie,"  ‘To ascend, die’ [Shi], ‘promote’ [Shu].   ||  [E] ST: PLB *ɴtak ‘ascend’ > WB tak ‘go up, ascend, advance, increase’, ~ *Ɂtak ‘lift, carry’, ~ *tak ‘upper part, top surface’: WB ə-tʰak ‘upper part, prior time’ [Matisoff TSR: 48]; WT ltag-pa ‘the upper part / place’, and / or tʰeg-pa ‘lift, raise’ (so HST: 110), JP (lə³¹-) tʰaɁ³¹ ‘above’. HST: 154 associates WT ltag-pa with → tuò1 拓 (tʰâk) ‘to take up, lift’ [Lie] which may perh. be a loan from a TB language. Wáng Lì (1982: 253) and Matisoff (BSOAS 63.3, 2000: 363) relate this word to → dēng1 登 ‘ascend’. "
5040-Tosliptrip,"To slip, trip",,,5040-Tosliptrip,"  ‘To slip, trip’ [Shi]. This etymon is apparently parallel to, but distinct from, the syn. → dié3 跌, see there for more.  ||  [WFE] ST: WT ’dred-pa ‘to slip, slide, glide’; Kanauri *bret (HST: 135). "
5041-Tostumble,To stumble,,,5041-Tostumble,  ‘To stumble’ [Zuo] which writes prob. the s. w. as  疐 above (so Duàn Yùcái). 
5042-Beangry,Be angry,,,5042-Beangry,"  ‘Be angry’ 懥 [Shi], 懫 [Shu]. As in → zhì16 疐, the two graphs for this word are MC homophones but placed in different OC rime categories.  "
5043-Naturalqualities,Natural qualities,,,5043-Naturalqualities,"  ‘Natural qualities’ [Li], ‘substance’ [Yi], ‘essential’ [Lunyu].   ||  [E] Unger (Hao-ku 39, 1992: 88) relates this word to WT gšis ‘nature, temper, natural disposition’ (the correspondence of the initials is unusual), while Baxter / Sagart (1998: 52) derive this word by t-prefix from → shí12 實 ‘fruit, solid, really’. Karlgren (1956: 16) connects this word with zhì 質 (ṭiᶜ) LH ṭis, *trəts ‘pledge, security give, hostage’ [Zuozhuan]. "
5046-NA,NA,,,5046-NA,
5047-Tosetplacearrange,"To set, place, arrange",,,5047-Tosetplacearrange,"  ‘To set, place, arrange’ [Shi].   ||  [E] ST: WT ’ǰog-pa, bžag  ‘to put, place, arrange’. "
5048-Tosoworplantearly,To sow or plant early,,,5048-Tosoworplantearly,  ‘To sow or plant early’ [Shi].
5049-Holdupright,Hold upright,,,5049-Holdupright,"  ‘Hold upright’ 值 [Shi], 植 [Shu], ‘a pole’ 植 [Li] (植 has also the MC reading źjək). "
5050-Toplantcultivate,"To plant, cultivate",,,5050-Toplantcultivate,"  ‘To plant, cultivate’ 殖 [Shu], 植 [Zhouli], ‘raise, establish’ 殖 [Guoyu], 植 [Zhouli]; ‘to place’ 植 [Lun]; ‘grow, flourish’ 植 [Huainan] (has also the MC reading ḍiᶜ). "
5051-Apole,A pole,,,5051-Apole,"  ‘A pole’ [Zhouli].   ||  [C] Possible allofams: → zhí8 職 ‘duty’, → zhì21 植 ‘aim, will’. Syn. → shǔ7 樹.  "
5053-Wildboarpig,"Wild boar, pig",,,5053-Wildboarpig,"  ‘Wild boar, pig’ [OB, Li].  ||  [E] KT: PKS *Ɂdlaaiᴮ ‘wild pig’, PHlai *lat ‘wild boar’.  "
5054-Somekindofsmalldeer,Some kind of small deer,,,5054-Somekindofsmalldeer,"  ‘Some kind of small deer’ [OB, SW]. When hunting, Shang dynasty kings would often kill this animal in great numbers [OB], but later its identity was mostly forgotten. SW has the variant xiè-zhì  解廌 or 解豸 LH gɛɁ-ḍɛɁ. This riming binome makes it likely that the LH reading was ḍɛɁ rather than ḍieɁ. Curiously, in a passage in Zuǒzhuàn (Xuan 17) 豸 is supposedly a graphic loan for 解 which raises the suspicion that the latter ended up as a pre-syllable in the animal name due to a misunderstood gloss. Be that as it may, the element xiè 解 ‘distinguish, understand’ may be responsible for the belief that this animal could tell straight from crooked, right from wrong.  ||  [E] MK *draay ‘kind of deer’ (Shorto 2006 #1508) > OMon *drāy ‘hog deer’ (-> WB darai ‘hog deer’), Biat Ïraai ‘swamp deer’, PVM *k-Ïeː ‘deer’ [Ferlus], Khm. trìəːy ‘stag’. <> PYao *djai² ‘deer’ [Purnell]. "
5055-Pheasant,Pheasant,,,5055-Pheasant,"  ‘Pheasant’ [Shi].  ||  [E] ST: WB rac ‘pheasant’, WT sreg-pa ‘partridge’, Lushai vaᴸ-hritᴸ, SChin-Areng tari’ (Löffler Anthropos 55, 1960: 529), Mru rik, Garo grit ‘pheasant’ (STC no. 403; HPTB: 507), perh. also Chepang rut-waɁ. OC *-Ɂ for PTB *-k is regular, see §3.2.2; for the initials, see §7.1.4. "
5059-Tocutout,To cut out,,,5059-Tocutout,"  ‘To cut out’ (as clothes) 制 [Shi], 製 [Zuo] > ‘robe, cloak’ 製 [Zuo] > ‘regulate > institution, law’ 制 [Zuo], sometimes thought to be related to → zhé2 折 (tśjät).   ||  [T] Sin Sukchu SR tʂi (去); MGZY ji (去) [tʂi]; ONW tśei"
5064-Beinthemiddlemiddleinside,"Be in the middle, middle, inside",,,5064-Beinthemiddlemiddleinside,"  ‘Be in the middle, middle, inside’ 中 [BI, Shi]; ‘inner garment, middle, medium’ 衷 [Zuo]. Baxter (1992: 233) reconstructs *k-l- on the basis of a Han sound gloss (Coblin 1983: 156) and WT. This may be the same word as → zhōng2 忠 ‘sincere’.   ||  [T] Sin S. SR tʂjuŋ (平), PR, LR tʂuŋ; MGZY jung (平) [tʂuŋ]; MTang ṭuŋ, ONW tuŋ"
5065-Hitthecenterhitattain,"Hit the center, hit, attain",,,5065-Hitthecenterhitattain,"  ‘Hit the center, hit, attain’ [Zuo].  ||  [<] exoactive of zhōng 中 *truŋ (§4.3).  ||  [E] OC -> Tai: S. troŋᴬ¹ ‘hit the point’ (<> Manomaivibool 1975: 148). "
5066-The2ndmiddleofthreeormorebrothers,The 2nd (middle) of three or more brothers,,,5066-The2ndmiddleofthreeormorebrothers,"  ‘The 2nd (middle) of three or more brothers’ [Shi], ‘second of the month’ [Shu].  ||  [E] The etymology is not certain. PMiao *ntrɔŋᴬ ‘middle’ is close to the OC form. Perh. related to TB-WT gžuŋ < glyuŋ or gryuŋ (?) ‘middle’ (<> HST: 53). But other etyma may be related instead: STC: (182 n. 479) relates zhōng to PTB *tuːŋ ‘inside’ (STC no. 390) > Manchati toŋ(-riŋ) ‘inside’, Chepang duŋ ‘inside’ (esp. of a dwelling) ᛝ duŋɁ- ‘push to the center’; WB ə-twaŋᴮ ‘inside, inner part of a thing’, Lushai čʰuŋᴴ ‘inside of anything’ (<> CVST 2: 3); Rawang ă-duŋ ‘middle’ (IST: 55). The basic meaning of both these TB etyma is ‘inside’, not ‘middle’, however. Finally, there is yet another root meaning ‘inside’ < ‘excavate’ in AA, see under → chuán1 船 ‘boat’. "
5067-Sincereloyalintegrity,"Sincere, loyal, integrity",,,5067-Sincereloyalintegrity,"  ‘Sincere, loyal, integrity’ [Lunyu]. Perh. this is the s. w. as → zhōng1 中.  ||  [E] ST: WT gžuŋ ‘to attend to, sincere’ (<> Bodman 1980: 123; HST: 107). CH -> Tai: S. troŋᴬ¹ ‘faithful, loyal’ (<> Manomaivibool 1975: 148)."
5068-Fatherinlaw,Father-in-law,,,5068-Fatherinlaw,"  ‘Father-in-law’ [Lüshi].  ||  [E] ST: Lepcha (a-)jóŋ ‘uncle’, Stod əjəŋ ‘maternal uncle, father-in-law’ (<> Unger Hao-ku 63, 1999: 246). The root initial was probably *j-, see §9.3.  "
5069-Toendterminatecompletecompletely,"To end, terminate, complete, completely",,,5069-Toendterminatecompletecompletely,"  ‘To end, terminate, complete, completely’ [Shi]. Wáng Lì (1982: 608) derives → dōng1 冬 ‘winter’ from this word.   ||  [T] Sin Sukchu SR tʂjuŋ (平), PR, LR tʂuŋ; MGZY jung (平) [tʂuŋ]; ONW tśuŋ  ||  [E] ST: Chepang doŋɁ- to end, cease’ (period of time, spell of weather, speech), KN-Lai doŋ / doɁŋ ‘to end’ [LTBA 21.1: 210]. The connection with the following is not clear (for the difference in final consonants, see §6.7): WB tumᶜ ? ‘be ended’ (season) (CVST 2: 4), JP tʰum³¹ ‘be ended, terminated’, Lushai čʰumF < čʰumɁ ‘finish reaping’, also Lai tʰum ‘be ended’ ᛝ džə-tʰum ‘end something’ [Van Bik LTBA 25.2, 2002: 106]. "
5070-Locustgrasshopper,"Locust, grasshopper",,,5070-Locustgrasshopper,"  ‘Locust, grasshopper’ [Shi].  ||  [E] ST: WB kjuiŋᴮ ~ gjuiŋᴮ ‘locust’ (HST: 104). The root initial was prob. *j-, see §9.3. "
5071-Amoundpeakbegreat,"A mound, peak; be great",,,5071-Amoundpeakbegreat,"  ‘A mound, peak; be great’ 冢 [Shi]; ‘a mound, tomb’ 塚. This is still the word for ‘tomb’ in some dialects, e.g. Mǐn-Jiàn’ōu tœyŋ²¹; in most modern dialects, the word for ‘tomb’ is → fén4 墳. A possible Han period dialect variant is → lǒng 壟隴.  ||  [E] ST: PTB *m/r-duŋ (<> HPTB: 310) > WT rduŋ ‘a small mound, hillock’, WB toŋ ‘hill, mountain’. Note also PMY *tr²ɔŋ¹ ‘mountain’ [Purnell].  "
